sketch_S,|R|,|S|,|R_union_S|,|S_minus_R|,rho
GCA_052373495.1_ASM5237349v1_genomic_k31_w50_minimizers.hll,7097.38,2866.8,7097.38,0,0
GCA_050158175.1_ASM5015817v1_genomic_k31_w50_minimizers.hll,7097.38,2845.37,7097.38,0,0
GCA_015686015.1_PDT000251004.2_genomic_k31_w50_minimizers.hll,7097.38,2815.66,7097.38,0,0
GCA_032747395.1_ASM3274739v1_genomic_k31_w50_minimizers.hll,7097.38,2858.46,7097.38,0,0
GCA_018445745.1_ASM1844574v1_genomic_k31_w50_minimizers.hll,7097.38,2818.03,7103.55,6.16984,0.00218941
GCA_023753325.1_ASM2375332v1_genomic_k31_w50_minimizers.hll,7097.38,2873.95,7100.46,3.08463,0.00107331
GCA_031637335.1_PDT001854276.1_genomic_k31_w50_minimizers.hll,7097.38,2802.6,7097.38,0,0
GCA_021594965.1_PDT001230156.1_genomic_k31_w50_minimizers.hll,7097.38,2860.84,7097.38,0,0
GCA_015956905.1_PDT000894100.1_genomic_k31_w50_minimizers.hll,7097.38,2839.42,7097.38,0,0
GCA_023023045.1_ASM2302304v1_genomic_k31_w50_minimizers.hll,7097.38,2802.6,7097.38,0,0
GCA_031504725.1_PDT001704336.1_genomic_k31_w50_minimizers.hll,7097.38,2851.32,7097.38,0,0
GCA_018455465.1_PDT000589423.2_genomic_k31_w50_minimizers.hll,7097.38,2834.67,7097.38,0,0
GCA_052070775.1_ASM5207077v1_genomic_k31_w50_minimizers.hll,7097.38,2866.8,7097.38,0,0
GCA_051368965.1_PDT002835696.1_genomic_k31_w50_minimizers.hll,7097.38,2829.91,7097.38,0,0
GCA_022487475.1_ASM2248747v1_genomic_k31_w50_minimizers.hll,7097.38,2791.92,7097.38,0,0
GCA_049160825.1_PDT002689434.1_genomic_k31_w50_minimizers.hll,7097.38,2839.42,7097.38,0,0
GCA_001617645.1_ASM161764v1_genomic_k31_w50_minimizers.hll,7097.38,2790.74,7097.38,0,0
GCA_903935825.1_ASM_IMP16_genomic_k31_w50_minimizers.hll,7097.38,2873.95,7097.38,0,0
GCA_051194695.1_ASM5119469v1_genomic_k31_w50_minimizers.hll,7097.38,2815.66,7097.38,0,0
GCA_021369075.1_PDT001216411.1_genomic_k31_w50_minimizers.hll,7097.38,2866.8,7097.38,0,0
GCA_032902325.1_PDT001596289.2_genomic_k31_w50_minimizers.hll,7097.38,2812.09,7097.38,0,0
GCA_031821765.1_PDT001702125.1_genomic_k31_w50_minimizers.hll,7097.38,2842.99,7097.38,0,0
GCA_029685055.1_PDT001471676.1_genomic_k31_w50_minimizers.hll,7097.38,2815.66,7100.46,3.08463,0.00109553
GCA_000632395.1_ASM63239v1_genomic_k31_w50_minimizers.hll,7097.38,2783.63,7097.38,0,0
GCA_051162265.1_ASM5116226v1_genomic_k31_w50_minimizers.hll,7097.38,2832.29,7097.38,0,0
GCA_036235315.1_ASM3623531v1_genomic_k31_w50_minimizers.hll,7097.38,3066.95,7253.88,156.504,0.0510292
GCA_001518045.1_ASM151804v1_genomic_k31_w50_minimizers.hll,7097.38,2816.84,7097.38,0,0
GCA_025931675.1_PDT001471706.1_genomic_k31_w50_minimizers.hll,7097.38,2834.67,7097.38,0,0
GCA_024451495.1_ASM2445149v1_genomic_k31_w50_minimizers.hll,7097.38,2842.99,7097.38,0,0
GCA_032973515.1_PDT001951685.1_genomic_k31_w50_minimizers.hll,7097.38,2793.11,7097.38,0,0
GCA_048966905.1_ASM4896690v1_genomic_k31_w50_minimizers.hll,7097.38,2845.37,7103.55,6.16984,0.00216838
GCA_009907025.1_ASM990702v1_genomic_k31_w50_minimizers.hll,7097.38,2842.99,7100.46,3.08463,0.00108499
GCA_031516965.1_PDT001703160.1_genomic_k31_w50_minimizers.hll,7097.38,2814.47,7097.38,0,0
GCA_031166305.1_ASM3116630v1_genomic_k31_w50_minimizers.hll,7097.38,2857.27,7097.38,0,0
GCA_034555215.1_ASM3455521v1_genomic_k31_w50_minimizers.hll,7097.38,2820.41,7097.38,0,0
GCA_051875255.1_PDT002871004.1_genomic_k31_w50_minimizers.hll,7097.38,2832.29,7097.38,0,0
GCA_051577245.1_PDT002848975.1_genomic_k31_w50_minimizers.hll,7097.38,2821.6,7097.38,0,0
GCA_030444535.1_ASM3044453v1_genomic_k31_w50_minimizers.hll,7097.38,2853.7,7097.38,0,0
GCA_025991065.1_PDT001471693.1_genomic_k31_w50_minimizers.hll,7097.38,2834.67,7097.38,0,0
GCA_051547685.1_ASM5154768v1_genomic_k31_w50_minimizers.hll,7097.38,2828.72,7097.38,0,0
GCA_036949425.1_ASM3694942v1_genomic_k31_w50_minimizers.hll,7097.38,2848.94,7098.92,1.54224,0.000541338
GCA_036894415.1_PDT002089752.1_genomic_k31_w50_minimizers.hll,7097.38,2832.29,7097.38,0,0
GCA_023152315.1_ASM2315231v1_genomic_k31_w50_minimizers.hll,7097.38,2807.35,7097.38,0,0
GCA_032741135.1_ASM3274113v1_genomic_k31_w50_minimizers.hll,7097.38,2867.99,7097.38,0,0
GCA_051412555.1_ASM5141255v1_genomic_k31_w50_minimizers.hll,7097.38,2829.91,7100.46,3.08463,0.00109001
GCA_022544315.1_ASM2254431v1_genomic_k31_w50_minimizers.hll,7097.38,3044.06,7182.42,85.0396,0.0279363
GCA_029877105.1_PDT001704923.1_genomic_k31_w50_minimizers.hll,7097.38,2862.04,7097.38,0,0
GCA_052373595.1_ASM5237359v1_genomic_k31_w50_minimizers.hll,7097.38,2867.99,7097.38,0,0
GCA_023154185.1_ASM2315418v1_genomic_k31_w50_minimizers.hll,7097.38,2794.3,7100.46,3.08463,0.0011039
GCA_052237435.1_PDT002896099.1_genomic_k31_w50_minimizers.hll,7097.38,2804.97,7097.38,0,0
GCA_023749365.1_ASM2374936v1_genomic_k31_w50_minimizers.hll,7097.38,2801.41,7097.38,0,0
GCA_030807225.1_PDT001705231.1_genomic_k31_w50_minimizers.hll,7097.38,2860.84,7100.46,3.08463,0.00107822
GCA_003986715.1_ASM398671v1_genomic_k31_w50_minimizers.hll,7097.38,2800.23,7097.38,0,0
GCA_018599065.1_ASM1859906v1_genomic_k31_w50_minimizers.hll,7097.38,2791.92,7097.38,0,0
GCA_049321125.1_ASM4932112v1_genomic_k31_w50_minimizers.hll,7097.38,2818.03,7097.38,0,0
GCA_027266995.1_PDT001543730.1_genomic_k31_w50_minimizers.hll,7097.38,2842.99,7097.38,0,0
GCA_050772975.1_ASM5077297v1_genomic_k31_w50_minimizers.hll,7097.38,2818.03,7097.38,0,0
GCA_027595525.1_ASM2759552v1_genomic_k31_w50_minimizers.hll,7097.38,2816.84,7097.38,0,0
GCA_012102335.1_ASM1210233v1_genomic_k31_w50_minimizers.hll,7097.38,2823.97,7102.01,4.62716,0.00163853
GCA_052545055.1_ASM5254505v1_genomic_k31_w50_minimizers.hll,7097.38,2823.97,7097.38,0,0
GCA_025209555.1_PDT001417007.1_genomic_k31_w50_minimizers.hll,7097.38,2801.41,7097.38,0,0
GCA_026549405.1_PDT001505470.1_genomic_k31_w50_minimizers.hll,7097.38,2833.48,7097.38,0,0
GCA_022544175.1_ASM2254417v1_genomic_k31_w50_minimizers.hll,7097.38,3141.88,7232.1,134.721,0.0428791
GCA_052373515.1_ASM5237351v1_genomic_k31_w50_minimizers.hll,7097.38,2866.8,7097.38,0,0
GCA_022611715.1_PDT001230155.1_genomic_k31_w50_minimizers.hll,7097.38,2854.89,7097.38,0,0
GCA_900077775.1_11983_7_14_genomic_k31_w50_minimizers.hll,7097.38,2873.95,7120.53,23.1489,0.00805473
GCA_022543985.1_ASM2254398v1_genomic_k31_w50_minimizers.hll,7097.38,2943.22,7143.71,46.3305,0.0157415
GCA_051329425.1_PDT002832364.1_genomic_k31_w50_minimizers.hll,7097.38,2827.54,7097.38,0,0
GCA_034192365.1_PDT002019100.1_genomic_k31_w50_minimizers.hll,7097.38,2800.23,7097.38,0,0
GCA_024887715.1_PDT001396395.1_genomic_k31_w50_minimizers.hll,7097.38,2838.24,7097.38,0,0
GCA_029684915.1_PDT001471708.1_genomic_k31_w50_minimizers.hll,7097.38,2820.41,7097.38,0,0
GCA_029684935.1_PDT001471705.1_genomic_k31_w50_minimizers.hll,7097.38,2821.6,7097.38,0,0
GCA_026178845.4_PDT001484955.4_genomic_k31_w50_minimizers.hll,7097.38,2809.72,7097.38,0,0
GCA_053364695.1_ASM5336469v1_genomic_k31_w50_minimizers.hll,7097.38,2827.54,7097.38,0,0
GCA_031807315.1_PDT001702623.1_genomic_k31_w50_minimizers.hll,7097.38,2833.48,7097.38,0,0
GCA_022352385.1_ASM2235238v1_genomic_k31_w50_minimizers.hll,7097.38,2801.41,7097.38,0,0
GCA_036908355.1_ASM3690835v1_genomic_k31_w50_minimizers.hll,7097.38,2838.24,7097.38,0,0
GCA_016634385.1_ASM1663438v1_genomic_k31_w50_minimizers.hll,7097.38,2936.04,7171.57,74.1918,0.0252694
GCA_018455345.1_PDT000589438.2_genomic_k31_w50_minimizers.hll,7097.38,2808.53,7097.38,0,0
GCA_023558975.1_ASM2355897v1_genomic_k31_w50_minimizers.hll,7097.38,2853.7,7097.38,0,0
GCA_033408195.1_PDT001749922.1_genomic_k31_w50_minimizers.hll,7097.38,2862.04,7100.46,3.08463,0.00107777
GCA_032989265.1_PDT001951540.1_genomic_k31_w50_minimizers.hll,7097.38,2791.92,7097.38,0,0
GCA_029844905.1_ASM2984490v1_genomic_k31_w50_minimizers.hll,7097.38,2839.42,7097.38,0,0
GCA_023130515.1_ASM2313051v1_genomic_k31_w50_minimizers.hll,7097.38,2857.27,7097.38,0,0
GCA_037148895.1_ASM3714889v1_genomic_k31_w50_minimizers.hll,7097.38,2838.24,7097.38,0,0
GCA_016411895.1_ASM1641189v1_genomic_k31_w50_minimizers.hll,7097.38,2883.49,7100.46,3.08463,0.00106976
GCA_965726955.1_SRR25996626_binner12_Refined_11_genomic_k31_w50_minimizers.hll,7097.38,2803.79,7097.38,0,0
GCA_025931655.1_PDT001471709.1_genomic_k31_w50_minimizers.hll,7097.38,2832.29,7097.38,0,0
GCA_031809055.1_PDT001702558.1_genomic_k31_w50_minimizers.hll,7097.38,2816.84,7097.38,0,0
GCA_050772755.1_ASM5077275v1_genomic_k31_w50_minimizers.hll,7097.38,2784.81,7097.38,0,0
GCA_051368905.1_PDT002835745.1_genomic_k31_w50_minimizers.hll,7097.38,2828.72,7097.38,0,0
GCA_034683145.1_PDT001704466.1_genomic_k31_w50_minimizers.hll,7097.38,2795.48,7097.38,0,0
GCA_050773225.1_ASM5077322v1_genomic_k31_w50_minimizers.hll,7097.38,2827.54,7097.38,0,0
GCA_053365555.1_ASM5336555v1_genomic_k31_w50_minimizers.hll,7097.38,2795.48,7097.38,0,0
GCA_049727045.1_ASM4972704v1_genomic_k31_w50_minimizers.hll,7097.38,2845.37,7097.38,0,0
GCA_001011705.1_ASM101170v1_genomic_k31_w50_minimizers.hll,7097.38,2833.48,7097.38,0,0
GCA_029678245.4_PDT001681146.4_genomic_k31_w50_minimizers.hll,7097.38,2839.42,7097.38,0,0
GCA_025209755.1_PDT001416937.1_genomic_k31_w50_minimizers.hll,7097.38,2808.53,7097.38,0,0
GCA_030542165.1_ASM3054216v1_genomic_k31_w50_minimizers.hll,7097.38,2846.56,7098.92,1.54224,0.000541791
GCA_016427805.1_ASM1642780v1_genomic_k31_w50_minimizers.hll,7097.38,2872.76,7140.62,43.2377,0.015051
GCA_052194235.1_PDT002891579.1_genomic_k31_w50_minimizers.hll,7097.38,2867.99,7097.38,0,0
GCA_050769995.1_ASM5076999v1_genomic_k31_w50_minimizers.hll,7097.38,2847.75,7097.38,0,0
GCA_050357215.1_PDT001543645.2_genomic_k31_w50_minimizers.hll,7097.38,2809.72,7097.38,0,0
GCA_030179835.1_ASM3017983v1_genomic_k31_w50_minimizers.hll,7097.38,2854.89,7097.38,0,0
GCA_033488095.1_ASM3348809v1_genomic_k31_w50_minimizers.hll,7097.38,2850.13,7098.92,1.54224,0.000541112
GCA_029684895.1_PDT001471711.1_genomic_k31_w50_minimizers.hll,7097.38,2807.35,7097.38,0,0
GCA_050237065.1_PDT002758634.1_genomic_k31_w50_minimizers.hll,7097.38,2853.7,7097.38,0,0
GCA_037148955.1_ASM3714895v1_genomic_k31_w50_minimizers.hll,7097.38,2837.05,7097.38,0,0
GCA_053364875.1_ASM5336487v1_genomic_k31_w50_minimizers.hll,7097.38,2829.91,7097.38,0,0
GCA_903935765.1_ASM_IMP08_genomic_k31_w50_minimizers.hll,7097.38,2889.45,7098.92,1.54224,0.000533749
GCA_053559115.1_ASM5355911v1_genomic_k31_w50_minimizers.hll,7097.38,2841.8,7097.38,0,0
GCA_036669175.1_ASM3666917v1_genomic_k31_w50_minimizers.hll,7097.38,2782.44,7097.38,0,0
GCA_032508225.1_ASM3250822v1_genomic_k31_w50_minimizers.hll,7097.38,2751.66,7097.38,0,0
GCA_037148495.1_ASM3714849v1_genomic_k31_w50_minimizers.hll,7097.38,2831.1,7097.38,0,0
GCA_031514445.1_PDT001703478.1_genomic_k31_w50_minimizers.hll,7097.38,2819.22,7097.38,0,0
GCA_023685765.1_PDT001324387.1_genomic_k31_w50_minimizers.hll,7097.38,2870.37,7097.38,0,0
GCA_016427865.1_ASM1642786v1_genomic_k31_w50_minimizers.hll,7097.38,2931.25,7159.18,61.8032,0.0210842
GCA_001057935.1_ASM105793v1_genomic_k31_w50_minimizers.hll,7097.38,2828.72,7097.38,0,0
GCA_032635645.1_PDT001923311.1_genomic_k31_w50_minimizers.hll,7097.38,2852.51,7097.38,0,0
GCA_026155345.1_ASM2615534v1_genomic_k31_w50_minimizers.hll,7097.38,2800.23,7097.38,0,0
GCA_021460865.1_ASM2146086v1_genomic_k31_w50_minimizers.hll,7097.38,2808.53,7097.38,0,0
GCA_037148575.1_ASM3714857v1_genomic_k31_w50_minimizers.hll,7097.38,2832.29,7097.38,0,0
GCA_031817335.1_PDT001702308.1_genomic_k31_w50_minimizers.hll,7097.38,2852.51,7097.38,0,0
GCA_050889625.1_PDT002802538.1_genomic_k31_w50_minimizers.hll,7097.38,2844.18,7097.38,0,0
GCA_008640995.1_ASM864099v1_genomic_k31_w50_minimizers.hll,7097.38,2826.35,7098.92,1.54224,0.000545666
GCA_032864255.3_PDT001708712.4_genomic_k31_w50_minimizers.hll,7097.38,2823.97,7097.38,0,0
GCA_022543995.1_ASM2254399v1_genomic_k31_w50_minimizers.hll,7097.38,2977.96,7151.44,54.065,0.0181551
